Clabels,ID
0,1435
1,945
3,372
2,2721
1,1189
3,113
2,2721
2,2918
3,257
2,2643
3,535
0,1354
2,2510
3,298
1,1205
1,1153
3,298
0,1582
4,2433
3,257
2,3089
1,765
2,2930
2,2762
1,1106
4,2190
0,1801
2,2510
3,69
1,633
2,2983
2,2510
2,2573
4,1966
0,1730
2,2527
2,3155
1,1127
1,632
1,1132
0,1414
3,171
3,559
3,69
1,1023
4,2363
3,406
3,154
4,1885
4,2165
2,2573
4,1966
4,1881
1,836
3,198
1,992
3,400
4,1816
2,2724
3,501
2,2665
3,42
3,69
1,963
2,3029
0,1250
1,945
0,1786
3,173
1,1148
4,2333
2,2510
1,733
2,3198
3,69
2,2510
3,63
1,854
1,1128
0,1620
0,1587
3,186
1,607
4,1970
0,1612
3,203
2,3208
3,69
4,1871
3,65
4,1864
4,1833
2,2882
2,2460
0,1256
0,1454
2,2904
3,363
3,463
1,720
3,416
2,3089
0,1452
0,1638
4,2006
4,2357
1,1023
2,3090
3,261
4,2144
1,1020
3,171
1,840
2,2981
4,1981
1,700
0,1426
3,342
0,1633
2,2933
4,2135
4,2246
3,298
4,1944
3,12
1,599
1,1021
3,230
4,2155
2,3021
4,2004
4,1889
4,1981
1,1172
3,160
0,1426
2,2467
2,2539
2,2721
0,1714
4,2062
2,2573
3,534
1,903
0,1735
3,538
1,699
2,2495
3,73
3,88
4,1930
3,408
2,2539
4,2253
1,1063
2,3201
3,209
0,1801
4,1866
2,3097
2,2581
3,171
0,1796
4,1970
1,1153
2,2573
3,318
1,1117
2,3081
2,2721
2,2510
0,1612
1,1046
3,205
2,2736
4,2004
2,2671
3,489
0,1578
4,1944
2,2721
4,2020
4,2290
3,186
4,2004
3,450
2,2932
1,722
1,953
0,1518
4,1970
1,854
3,552
4,2243
2,2618
1,1027
4,2249
0,1458
0,1426
4,1828
2,2587
4,2415
0,1244
2,2721
3,526
2,2995
1,935
1,1202
0,1346
1,1123
3,257
4,1948
3,442
0,1437
0,1468
1,766
4,2428
4,2297
4,2256
0,1346
4,2004
0,1407
2,2724
3,363
1,1123
2,2988
4,1970
0,1476
0,1293
0,1730
4,2106
1,700
3,446
0,1347
0,1376
3,171
1,1184
3,171
0,1248
0,1461
1,610
2,2701
2,2721
1,918
1,1156
1,1106
3,171
2,2748
1,822
1,680
1,642
0,1809
2,2533
3,183
0,1426
0,1345
1,1046
2,2544
0,1699
0,1379
2,2918
4,1970
0,1426
3,476
1,644
1,1055
2,2960
2,2510
2,2756
3,45
0,1546
2,3208
0,1812
4,2287
0,1770
3,171
2,2724
0,1546
1,644
4,2006
0,1304
1,1021
3,400
2,2721
2,2568
3,355
2,2602
0,1426
0,1426
2,2746
0,1546
4,2020
0,1546
0,1429
2,2724
0,1252
0,1546
3,69
0,1633
0,1250
4,2062
2,3066
4,1814
4,2155
0,1633
4,2141
1,831
4,2130
3,171
2,2874
1,863
2,2721
2,2582
0,1801
3,148
2,2724
3,186
0,1730
0,1702
2,2756
4,2004
4,1872
4,2016
1,779
0,1345
2,2510
4,2055
2,3058
3,69
3,21
2,2599
3,298
0,1649
0,1426
0,1637
3,171
0,1497
1,1123
3,422
0,1279
2,2842
4,2255
2,2801
1,729
2,3007
4,2243
0,1426
3,69
0,1735
3,439
4,2388
0,1458
2,2573
4,2065
2,2718
2,2510
1,1021
0,1345
4,1889
3,472
2,2805
4,1889
2,2529
1,1183
2,3208
3,257
1,1136
1,754
1,800
3,257
2,3071
2,2453
2,3129
1,1015
4,2356
1,1183
2,2448
2,3155
1,812
1,575
2,2917
0,1426
2,2548
4,2004
2,2724
2,2870
4,2031
2,3050
0,1420
3,47
3,69
1,773
3,69
0,1665
0,1426
4,2384
1,876
2,2815
2,2458
4,2166
3,572
1,1023
0,1280
1,770
1,658
4,2283
2,2640
2,2510
3,342
3,171
2,2510
3,298
1,971
4,1889
2,2741
1,641
3,228
3,530
2,2925
3,406
0,1288
0,1732
4,1835
1,729
3,372
3,283
4,1909
3,458
1,647
2,3166
0,1582
2,2724
2,2918
4,2259
2,3201
1,600
3,87
4,2009
1,1123
1,597
2,3169
0,1280
3,194
2,2883
0,1735
4,2379
2,2721
1,946
0,1469
3,69
3,198
2,2721
1,656
2,2452
0,1732
4,2004
2,2460
4,1969
1,642
0,1730
1,763
4,2065
4,1970
2,2721
3,298
0,1491
3,42
0,1418
0,1781
3,69
0,1431
2,2510
2,2470
3,171
4,2140
0,1645
4,2360
1,733
2,2511
0,1568
1,962
4,2218
2,3154
4,1970
3,62
0,1425
2,3025
4,2193
2,2573
0,1251
3,69
4,2143
2,3201
2,2746
0,1735
2,3037
3,489
4,2020
2,2966
3,225
3,186
0,1574
4,2135
2,3031
3,364
2,2510
0,1426
1,992
4,2074
4,2100
2,2868
2,2573
2,2967
3,372
0,1546
3,131
4,2190
3,564
3,298
2,2510
3,298
1,797
1,644
3,171
1,697
0,1395
1,1123
3,213
4,2324
4,2155
3,362
3,171
0,1735
1,925
3,383
2,2957
2,2525
0,1487
1,779
2,3201
1,889
4,1970
1,1032
2,2721
2,2592
2,2907
2,2510
4,2190
4,2301
3,295
0,1620
4,2065
2,2940
0,1646
0,1289
0,1801
0,1778
4,2365
0,1587
2,2573
3,257
1,1086
1,748
3,110
1,838
2,3040
2,2510
0,1438
2,2752
4,2204
0,1772
0,1749
0,1345
1,643
1,589
3,186
1,1023
3,69
4,2230
1,1016
3,336
3,476
0,1401
1,654
0,1506
3,69
2,2721
3,122
3,69
4,2214
1,1049
3,280
0,1346
2,2510
1,1119
3,111
2,2961
3,70
2,2714
4,2255
4,2176
0,1506
4,2271
0,1346
0,1280
3,476
4,2077
2,2604
3,364
2,2510
3,369
1,817
4,2256
2,2453
3,9
2,2441
3,501
3,298
1,1013
3,435
2,2603
4,1970
4,1970
4,1822
1,1023
4,2004
0,1396
2,2720
1,905
4,2196
0,1376
2,2510
2,2736
3,3
0,1438
0,1723
4,2004
3,69
0,1746
2,2721
2,2533
3,298
3,416
1,927
2,2808
2,2487
2,2625
4,1824
2,2703
2,3209
0,1812
3,69
3,257
2,2641
1,656
3,242
0,1230
3,80
3,198
2,3001
4,2190
3,35
3,257
0,1262
4,2298
2,2918
1,1123
0,1735
0,1748
0,1732
4,2255
4,1876
0,1746
1,656
2,2510
4,2004
0,1587
3,18
1,962
0,1485
3,483
3,160
3,11
1,763
3,261
3,298
0,1304
3,69
4,1910
0,1735
2,2721
4,2130
1,1128
1,671
2,2580
0,1426
3,171
2,2510
2,3100
1,739
3,171
0,1304
2,2640
0,1457
4,2065
1,1141
4,1877
2,2643
1,796
3,69
2,2510
4,2256
0,1304
3,162
0,1569
3,445
2,2721
3,423
0,1679
4,2155
3,489
4,2253
2,2586
4,2000
3,52
3,339
2,2846
4,2368
0,1367
0,1582
1,829
3,482
2,2927
2,2453
3,69
2,2458
2,3039
3,198
0,1549
3,171
2,2553
2,3155
4,2135
0,1426
2,2510
3,198
3,506
1,1182
4,1908
0,1587
0,1562
2,2721
3,501
3,490
4,2255
4,2379
4,2004
3,298
2,3146
3,69
3,500
3,69
4,2155
2,2866
4,1839
4,2130
0,1733
3,69
0,1727
0,1633
3,516
0,1633
3,412
3,156
3,257
2,2996
4,2285
0,1426
2,2527
0,1702
3,554
0,1367
4,2000
1,1100
0,1381
2,2510
3,219
2,2627
2,2562
3,39
4,1860
2,2682
0,1362
1,1165
0,1462
0,1730
2,2827
2,2703
2,2510
1,1165
4,2387
4,2155
0,1697
2,2721
3,52
2,2950
2,3208
0,1383
3,405
4,2255
2,2960
2,2820
4,2135
3,198
1,848
2,2913
2,2655
1,592
1,956
2,2641
0,1507
2,2979
2,2510
1,589
1,835
0,1735
2,2573
2,2453
0,1377
3,278
4,2065
1,1139
1,811
4,2241
2,3050
4,1944
3,234
0,1633
2,2847
4,2256
0,1620
4,1981
2,2510
2,2500
2,2849
4,2104
4,2228
2,2624
2,2729
2,3148
2,2653
0,1426
4,2199
0,1633
3,298
1,729
3,296
4,1912
2,2721
0,1488
0,1426
0,1230
4,2147
0,1667
3,203
4,1961
3,171
2,2460
4,2391
2,2525
1,1003
1,700
4,2065
0,1735
2,3065
2,2461
2,2787
0,1714
4,2190
0,1782
0,1746
2,3059
3,435
2,3109
4,2138
0,1305
3,476
4,2069
0,1339
3,476
0,1546
3,219
2,2516
4,2255
1,1178
2,2784
2,2554
3,322
0,1581
2,2547
0,1462
1,944
1,1135
2,2511
0,1560
0,1546
0,1584
0,1801
4,1903
2,2596
0,1426
3,165
0,1678
4,1918
0,1737
1,1021
3,171
2,2724
3,181
3,69
2,2724
2,2453
0,1798
1,824
2,3053
4,2255
3,306
0,1735
0,1327
4,1994
3,355
4,1970
2,2958
2,3091
4,1970
0,1461
4,1942
4,1896
2,2544
2,3204
2,2721
3,364
0,1585
3,69
0,1806
0,1669
0,1346
2,2836
2,3201
3,379
2,2515
4,1912
0,1346
1,984
1,657
1,724
2,2978
3,342
2,2458
3,291
3,405
3,568
3,198
3,272
2,2514
0,1735
4,2045
3,208
4,2004
0,1735
0,1345
0,1263
2,2721
4,2065
3,39
3,210
4,2298
3,171
4,2155
1,812
3,131
2,2585
4,1970
2,2533
4,2190
3,131
3,127
3,42
3,70
4,1961
4,1895
0,1325
3,476
3,445
3,69
2,2618
2,2525
3,201
3,350
1,702
1,824
2,2677
4,2155
0,1411
1,956
4,1966
2,3084
4,2155
3,204
0,1346
4,2129
0,1426
3,541
1,1095
2,3147
4,1970
4,2178
2,2940
2,2510
1,1021
1,1119
0,1715
0,1582
2,3058
3,342
1,1001
1,1123
2,3123
3,445
0,1518
0,1217
0,1390
1,909
0,1361
1,1123
0,1710
4,2262
2,2687
4,1944
0,1582
2,3141
2,2724
2,2476
0,1399
2,2854
1,958
1,1178
4,2214
4,1944
3,260
4,2271
4,1970
2,2510
2,2598
4,2155
4,2190
0,1778
2,2650
1,1023
1,1204
4,1966
4,1970
0,1574
4,1970
2,2510
2,2510
3,69
3,567
3,33
0,1618
0,1812
2,2488
0,1772
2,2685
3,203
2,2914
4,2020
2,3201
1,1140
1,1123
3,338
0,1748
0,1462
1,896
3,489
4,1970
0,1354
0,1426
4,2245
4,2255
0,1304
0,1768
1,733
4,2190
1,1106
1,1021
2,2724
2,2447
2,2543
4,2255
4,2161
3,300
2,3208
2,2753
0,1681
4,1970
3,470
2,3050
1,742
4,2294
2,2510
3,69
1,699
1,1023
0,1394
3,298
2,2510
0,1426
2,2510
4,2368
0,1633
1,1080
3,142
4,2155
1,1033
4,1842
4,2255
2,3135
0,1501
1,1095
4,2065
1,1051
4,1877
2,3201
3,555
2,2960
4,1914
4,2335
0,1732
4,2148
2,2510
2,2842
1,1189
3,18
4,2199
4,2320
3,12
3,131
2,2505
4,2255
4,2190
0,1345
0,1354
3,201
2,2721
1,699
0,1618
2,3201
2,2907
2,2461
1,1115
0,1663
0,1633
0,1426
2,3082
3,259
2,2721
1,600
0,1228
0,1546
4,1876
3,186
4,1854
3,501
0,1292
0,1376
1,1028
3,519
4,1885
0,1318
4,2349
0,1426
4,1970
2,3201
3,183
1,822
0,1426
0,1473
1,1183
4,2108
1,625
0,1742
4,1973
3,104
3,545
4,2308
4,2004
2,3208
4,1970
4,2020
3,69
2,2510
2,2721
3,257
3,489
3,514
2,2918
2,2965
0,1274
3,257
4,1868
4,1981
0,1580
2,3089
2,2721
2,3139
2,2973
1,990
3,315
2,2666
4,1845
2,2567
0,1371
0,1676
1,981
1,579
0,1753
1,827
2,2510
1,773
1,630
3,171
1,1106
1,708
1,697
2,2724
4,1963
3,42
0,1682
3,162
4,2202
0,1728
0,1683
4,2190
4,2179
2,3089
0,1690
3,494
2,2510
2,2466
4,2395
3,190
1,1023
4,1972
2,2618
0,1282
4,2185
0,1258
4,2062
3,69
0,1426
2,3062
3,476
2,2595
1,1095
4,1870
2,2998
4,2082
3,312
4,2416
3,349
0,1490
3,257
3,535
4,1872
2,2647
3,171
4,2259
2,2510
4,1970
0,1312
4,2105
3,302
0,1633
2,3201
4,1970
3,524
1,589
2,2706
1,910
4,2025
3,364
0,1426
0,1569
2,3030
4,1853
2,2510
0,1505
0,1702
3,476
3,523
3,201
3,201
4,2067
4,2255
1,733
1,1106
1,990
4,2190
4,2251
3,200
4,2036
4,2155
2,2640
0,1215
4,2234
2,3053
2,2510
0,1306
4,1834
2,2510
3,476
3,69
1,1123
4,2105
2,2510
4,1977
1,625
3,257
2,2900
4,2200
2,2877
0,1633
1,1002
2,3185
0,1801
4,2020
2,2861
2,2807
4,2065
2,2510
0,1223
1,814
4,1970
2,3071
2,2510
1,1074
4,2303
0,1591
0,1746
2,2573
3,171
2,2862
4,2120
4,2238
3,69
0,1748
2,2491
0,1489
0,1376
3,478
1,1054
0,1426
4,2004
0,1725
1,908
2,2731
4,2368
2,2656
2,3089
3,69
1,634
4,1994
0,1294
0,1426
4,2109
3,45
3,476
2,2794
1,1015
4,2075
4,2171
2,2457
4,1854
2,3072
3,186
2,2668
4,1886
2,3057
4,2287
3,298
0,1345
0,1329
4,1913
0,1426
1,840
0,1493
2,2510
1,612
1,626
2,2721
0,1426
0,1800
3,551
0,1735
3,12
2,2979
1,840
4,2239
4,1871
2,2790
0,1464
0,1490
1,871
1,1076
0,1722
4,2016
2,3201
1,640
3,117
0,1546
1,1162
0,1518
0,1798
2,2503
0,1712
2,2510
0,1578
0,1317
0,1648
4,2065
2,3201
3,386
2,2510
2,2677
0,1563
1,891
3,69
0,1678
4,2194
1,644
0,1808
0,1417
4,2155
1,879
3,298
2,2510
0,1295
0,1446
2,3148
0,1285
0,1761
3,69
4,2065
2,2756
0,1641
1,819
0,1490
0,1283
2,3155
2,2510
0,1564
0,1321
0,1345
3,181
0,1345
4,2009
2,3208
3,186
1,1194
2,2708
0,1689
0,1376
3,42
1,1199
2,2750
1,893
2,3040
4,1959
1,1021
4,2004
3,171
4,2130
2,2721
0,1558
0,1426
1,792
0,1666
4,1896
3,476
4,2410
2,2510
1,713
4,2062
1,701
4,1970
2,2458
0,1528
4,2130
1,625
3,476
3,69
4,2128
3,423
2,2538
0,1735
2,2538
2,2510
3,298
2,2510
2,3203
2,2648
4,2065
3,162
3,171
4,1944
2,2643
3,536
0,1735
3,88
0,1806
0,1438
2,2538
1,747
2,3012
2,3172
0,1426
3,448
2,2966
4,2155
4,2379
1,1021
3,257
0,1801
1,580
3,257
1,642
2,3146
2,3028
1,1123
3,226
2,3206
0,1546
3,524
0,1313
1,834
1,1021
0,1476
0,1641
0,1667
2,3073
2,3091
1,1029
4,2151
2,2510
2,2575
4,2020
4,2004
2,2603
3,171
4,2426
2,2757
0,1546
2,3064
4,2255
3,33
3,69
2,2452
0,1411
2,2510
2,2961
1,840
2,2899
0,1702
3,403
0,1801
0,1551
1,984
2,2724
3,187
3,171
4,2359
4,1970
4,2255
3,501
1,1123
0,1808
2,2510
2,2510
4,2135
0,1546
3,69
0,1466
3,150
0,1633
2,2481
1,1074
2,2819
1,871
2,2510
0,1620
3,221
0,1278
2,2912
2,2489
0,1649
4,2009
3,131
0,1735
0,1426
4,2155
4,1867
0,1610
0,1345
1,1148
3,476
4,2314
2,2989
1,696
1,1123
2,2955
3,201
3,23
4,2050
4,1976
2,2510
3,79
2,2801
2,2755
0,1546
2,2825
1,744
0,1451
0,1358
2,2967
4,2368
0,1439
2,2460
2,3019
4,2273
3,171
0,1354
4,2065
2,2643
1,1006
3,302
1,1076
3,364
3,190
0,1335
3,181
3,69
2,2809
2,2510
1,589
3,105
0,1426
2,3201
1,1123
3,186
3,406
3,221
3,298
2,2695
4,1936
0,1345
2,3155
0,1582
2,2787
3,321
4,2000
3,472
2,2510
2,2724
0,1594
0,1426
2,2510
1,1145
3,275
4,1944
2,2581
0,1546
0,1629
2,2775
3,49
1,578
2,3053
3,69
4,1970
0,1294
4,2155
2,2737
1,1206
1,763
2,2589
0,1365
1,1021
0,1656
2,2634
4,2256
2,2599
4,1843
2,3201
3,95
2,2461
4,2020
3,485
4,2255
0,1806
4,2222
2,2655
0,1304
2,3144
0,1732
4,2253
0,1510
4,1889
4,1970
4,2251
1,1183
2,2449
4,2004
3,440
4,2213
3,93
2,2822
2,3090
0,1438
4,2135
1,581
0,1741
2,2510
4,1970
1,1106
3,150
2,2894
2,2724
3,400
1,589
2,2510
4,1970
1,576
2,2959
3,171
3,372
4,2120
3,45
0,1770
2,2573
2,2913
0,1426
0,1354
2,2721
0,1702
2,3051
1,1015
3,69
1,702
2,2453
3,476
0,1546
1,1021
4,1970
3,190
2,3089
2,2603
2,2510
1,837
2,2510
2,2458
3,501
2,3107
4,2020
1,856
2,3095
4,2379
2,2573
4,1832
0,1735
1,1123
1,733
3,231
3,69
4,2093
3,325
0,1426
2,2479
2,2672
3,69
2,2538
1,1004
0,1682
3,547
2,3110
1,814
3,297
4,2422
2,2461
4,1944
2,2911
4,1854
2,2450
4,2190
0,1345
0,1411
1,1021
0,1426
2,2570
3,311
2,3201
2,2853
1,1141
2,2598
0,1506
0,1527
1,817
4,2135
3,88
0,1368
0,1770
4,1970
2,2510
0,1426
1,1143
2,2721
3,39
3,209
0,1219
2,2484
4,1849
2,2852
0,1247
2,2640
3,309
2,2573
4,2388
1,1033
2,3208
2,3006
3,97
2,2460
1,609
1,1153
4,2155
3,562
3,178
2,2979
4,2138
3,33
4,2363
3,215
3,161
4,1898
0,1571
1,879
4,2426
4,2363
2,2879
2,2918
4,1970
0,1784
0,1280
4,2111
0,1607
4,1854
4,2344
0,1335
3,305
4,1970
3,186
3,547
0,1439
0,1277
4,2270
2,3115
1,1119
4,2334
3,69
1,600
0,1294
3,69
0,1444
2,3089
2,3037
1,601
0,1332
4,2426
1,656
0,1454
4,2062
0,1694
2,2643
2,2966
1,1169
3,498
1,905
2,2621
4,2258
3,69
3,80
1,773
0,1723
3,69
2,3089
2,3209
3,171
3,501
2,2640
0,1426
1,718
2,2527
4,2065
4,2016
3,437
0,1569
3,171
1,1095
3,69
0,1426
2,2612
2,2461
4,2236
4,1970
2,3194
3,302
1,1183
2,2643
4,1889
0,1426
2,2724
4,2098
1,626
3,198
3,69
1,1189
3,69
4,1959
1,598
2,3000
0,1798
0,1462
4,1944
0,1280
4,1970
0,1756
2,2721
2,2945
4,1970
3,18
4,2009
4,2256
3,221
0,1586
3,243
2,2510
1,582
3,16
3,390
1,1192
2,2928
1,702
3,190
0,1411
3,342
4,1997
4,1856
2,2603
2,3186
0,1260
1,837
3,257
2,2756
4,2190
2,2990
1,608
0,1234
4,1970
2,2756
3,298
1,899
4,2384
2,2493
3,462
3,320
4,2270
3,541
0,1423
1,886
0,1518
2,3100
4,2135
3,468
4,2296
3,69
4,2135
3,190
4,2135
2,3100
0,1446
1,763
3,171
2,2977
3,418
1,689
1,960
4,2000
4,2083
2,2510
0,1533
3,318
2,2721
1,678
1,1059
0,1797
2,2597
1,712
4,2155
3,396
2,2648
1,1029
1,1138
3,156
3,290
3,45
2,3111
3,69
2,3026
1,773
2,2510
1,938
2,2510
2,3057
2,3158
0,1376
0,1514
3,153
2,2631
0,1397
1,729
3,298
2,2755
2,2458
3,550
3,69
3,69
2,3201
2,3100
2,2510
1,763
0,1376
1,987
2,2951
3,131
0,1398
0,1735
4,2004
0,1465
0,1579
2,3048
3,257
1,809
3,400
0,1504
0,1345
2,2534
1,589
4,2343
2,2721
4,1995
1,837
1,723
1,1021
3,198
4,1895
3,69
2,2453
4,2155
2,2461
3,33
3,69
0,1506
3,257
4,2380
3,363
2,3011
4,2289
2,2743
2,2566
3,298
0,1288
4,2155
3,69
0,1633
3,39
2,2986
1,865
4,2120
2,2640
0,1514
0,1559
2,2921
0,1730
3,138
4,2161
3,186
3,69
4,1889
1,891
2,2780
4,1970
2,2724
0,1735
0,1632
2,2658
1,1124
4,2084
3,264
1,870
0,1426
1,824
3,257
2,2721
0,1426
3,538
0,1376
3,171
0,1718
4,1966
0,1318
4,2190
1,1064
4,1860
0,1373
1,814
0,1746
4,2118
3,190
4,2363
3,143
2,3059
3,266
4,2155
3,418
3,69
0,1426
4,2155
0,1730
0,1372
4,2190
1,656
2,3115
2,2643
3,218
2,2811
2,2481
4,2004
3,501
0,1405
4,2190
4,2120
2,3050
2,2653
0,1438
0,1735
3,131
2,3018
0,1735
4,2190
3,447
1,700
0,1426
4,2314
3,69
4,2155
2,2510
0,1304
2,2510
2,3043
1,1015
1,790
1,900
1,835
4,2270
4,2403
4,1949
2,2842
1,783
0,1753
2,2822
4,1992
3,469
3,69
4,2020
3,69
4,2251
2,2847
3,221
0,1426
2,2458
0,1735
4,2062
3,290
0,1471
2,3149
3,418
4,2110
2,2597
4,2065
1,997
0,1345
2,3089
4,2062
4,1970
3,284
0,1653
4,2190
0,1353
1,608
2,2510
1,1023
3,186
4,1970
1,812
4,2232
3,402
3,261
1,798
0,1426
2,3133
3,103
4,2211
4,1889
2,2510
2,2869
0,1756
3,358
4,1880
3,410
4,2065
0,1506
4,2288
0,1735
0,1236
3,69
4,2073
4,1993
4,1997
4,2070
3,372
3,231
1,1101
3,186
2,3085
3,476
1,1091
4,1844
4,1992
3,453
3,476
1,619
4,1981
1,1069
3,372
2,2720
4,2120
1,1021
4,2309
2,2818
0,1748
3,171
0,1268
0,1275
4,2004
2,2539
2,2542
1,700
1,970
0,1668
4,2036
4,2369
3,60
0,1546
1,763
3,257
3,476
1,717
0,1289
4,1970
2,2510
4,2130
3,400
0,1567
2,2476
0,1458
3,72
4,2352
0,1746
4,2325
2,2499
1,776
0,1735
2,2966
4,1849
3,171
2,2780
2,2724
0,1426
4,2065
1,785
4,2255
2,2458
2,3057
2,2666
0,1723
2,2703
1,880
2,3201
4,1831
1,1095
4,2033
4,2410
2,3201
4,2004
2,2514
0,1339
0,1739
0,1736
4,1888
2,2510
0,1254
0,1296
2,2875
1,1021
4,2004
2,3041
4,1950
0,1639
4,1970
0,1546
2,3192
1,1015
4,1988
0,1601
0,1600
1,1046
1,1128
2,3160
1,1178
2,2539
3,198
0,1301
2,2724
3,275
4,1970
3,298
3,98
0,1480
0,1426
3,52
2,2873
1,1145
2,2940
0,1723
4,2389
4,2389
2,2721
3,135
0,1346
3,256
3,326
4,2124
2,3208
2,3201
4,2120
4,2129
4,1885
2,2890
4,2020
4,2187
0,1798
2,2753
4,2313
1,682
3,69
0,1746
4,2389
3,263
4,1994
2,3100
0,1735
0,1389
0,1426
0,1810
3,465
4,2363
3,489
1,731
1,1015
4,1970
3,42
4,1889
2,2908
1,823
0,1416
0,1747
3,69
1,975
3,69
4,2291
2,2460
4,2272
2,2591
0,1465
4,2256
4,1970
4,2065
4,2130
2,2510
3,391
2,2953
0,1436
0,1382
3,69
1,1095
3,218
3,372
2,2544
4,1944
2,2510
4,1918
2,2901
0,1426
0,1354
2,3121
1,1123
1,1106
2,2655
3,445
3,476
4,2004
4,1902
4,2130
2,2510
2,2510
2,2453
2,2530
3,198
4,2186
4,1968
2,2863
1,869
2,2450
0,1447
4,1836
0,1345
0,1633
4,2155
0,1426
0,1582
0,1627
1,1074
4,2102
2,2607
0,1504
3,113
1,1023
2,2724
3,33
0,1397
3,54
1,817
4,1911
0,1801
3,458
4,1970
2,2780
3,368
4,2016
1,1162
1,932
1,626
0,1426
2,2453
2,3139
2,2630
2,2851
0,1457
3,69
1,831
1,1021
0,1777
0,1630
4,2190
1,765
0,1760
2,2536
4,2255
0,1438
0,1294
2,2904
0,1423
4,2210
3,190
3,257
3,171
4,2004
3,538
0,1463
1,1189
2,3040
0,1345
0,1616
1,714
2,2643
4,2065
0,1715
1,700
0,1723
2,3100
4,2414
1,599
2,2510
4,2227
3,162
2,2688
0,1247
2,2510
3,460
2,2792
0,1294
1,1015
2,3100
2,2510
2,3201
4,2020
1,1123
3,247
0,1353
0,1462
2,2510
4,2174
0,1376
2,2746
0,1456
0,1546
0,1546
0,1426
3,57
3,171
3,400
2,2698
4,1816
1,739
1,1062
4,2105
4,1966
3,171
1,639
1,957
2,2637
0,1426
1,1078
2,2721
3,525
1,1021
0,1472
0,1438
2,2724
0,1633
2,2753
1,733
4,1859
1,980
1,1015
0,1730
0,1426
0,1633
2,2538
2,3089
2,2510
1,1137
4,1970
2,3145
0,1732
3,42
0,1309
0,1381
3,502
4,1935
2,2721
3,70
4,2118
0,1345
4,2155
0,1438
0,1806
1,633
3,103
3,257
4,1829
1,988
0,1545
2,2919
0,1345
0,1426
4,2255
0,1458
0,1426
3,257
0,1735
4,2389
3,69
4,2209
4,2009
2,3107
1,704
1,581
3,335
2,2799
0,1460
0,1754
0,1215
4,2090
1,1183
1,871
4,2255
3,171
0,1735
4,2004
2,3030
4,2374
1,829
3,298
3,508
3,171
3,201
2,2539
4,1994
0,1371
0,1320
2,2640
4,2255
1,707
3,302
4,2052
4,2274
1,824
3,171
2,2573
3,69
4,2004
0,1692
1,1086
0,1715
2,3155
2,2510
3,506
2,2616
2,2747
2,3031
3,56
0,1376
3,257
0,1629
0,1737
2,2771
0,1426
4,2042
3,476
4,2255
1,825
0,1411
3,257
3,400
4,1859
4,2065
0,1438
4,1966
2,2573
1,596
2,2809
2,2831
1,763
4,2004
3,219
4,2020
2,2734
2,2525
0,1746
0,1346
3,33
0,1745
3,417
2,2818
3,147
4,2020
0,1435
4,2065
1,701
3,171
4,2190
4,2183
0,1439
3,553
0,1436
2,2553
2,3045
1,764
1,1023
2,2510
4,2432
4,2130
0,1506
4,1970
2,2756
1,1123
4,2389
2,3050
2,2510
2,3080
3,377
4,2027
1,1106
2,2721
4,2155
3,317
1,799
1,581
3,171
2,3100
2,2724
1,877
3,103
2,2851
2,3099
2,3201
4,2114
3,364
4,2065
3,572
3,318
2,2721
1,1173
2,2768
2,3201
1,871
2,2510
4,2255
2,2510
2,3043
1,680
1,630
0,1569
0,1798
0,1798
0,1354
2,2631
2,3157
4,2172
2,2453
2,2573
4,2129
0,1578
4,1903
1,1021
2,2902
3,190
4,2255
2,3068
1,602
3,42
3,15
4,2255
4,1896
4,1989
0,1614
4,2065
3,69
1,840
2,2510
0,1353
1,1080
4,2162
3,257
3,80
4,2094
3,143
1,871
4,1882
2,2733
2,2460
3,406
3,150
2,3031
2,2724
1,1015
2,2600
3,557
2,2753
3,474
4,1960
1,1123
3,533
0,1306
4,2020
1,654
2,2987
3,298
3,433
4,1970
0,1304
2,3201
3,332
3,551
3,357
3,69
0,1808
4,2212
1,1107
3,381
2,2822
0,1354
3,385
3,43
3,298
3,500
2,2510
0,1426
2,3186
1,763
3,513
2,2857
0,1345
2,2704
0,1603
1,857
1,901
2,2648
1,844
3,42
2,2721
0,1354
2,2991
0,1723
0,1546
2,3087
2,2703
2,3201
3,162
0,1318
0,1801
2,2477
4,1864
4,2190
2,2756
0,1438
1,1010
3,534
0,1569
1,1029
2,2510
3,154
4,2086
2,2721
0,1633
3,171
2,2573
3,229
4,2275
0,1735
0,1698
0,1735
2,2594
3,199
3,69
4,2065
2,2753
0,1462
3,69
2,2753
1,972
4,1970
1,1133
3,110
0,1689
1,1198
2,2851
4,2365
3,476
0,1633
2,2510
1,1177
4,2292
2,2510
2,3100
3,209
4,2016
0,1433
4,1931
4,2142
3,501
3,69
2,3098
3,157
3,231
4,2252
0,1366
2,2871
0,1284
1,1021
4,2400
2,2510
1,1098
3,69
4,2330
2,2695
0,1267
2,2535
4,2255
2,2510
0,1633
2,2653
2,2988
0,1426
3,474
0,1346
0,1280
1,654
4,1970
3,179
4,1854
3,171
0,1220
2,3089
2,2821
3,203
1,919
3,257
1,593
0,1717
0,1715
2,3049
4,2279
1,1162
2,3050
2,2453
4,2361
4,2004
2,3201
0,1321
0,1561
2,2724
1,581
3,501
4,2399
0,1811
2,3100
0,1546
4,2378
3,171
0,1659
0,1569
3,298
1,1196
0,1735
0,1782
2,2818
2,3193
2,2473
2,2585
