Clabels,ID,Shelves
1,761,4537
3,1806,4537
0,2510,3304195
0,2510,1229821
0,2510,1229817
2,80,4483
1,851,95987
4,2256,529295
4,2137,529295
0,2591,95987
0,3136,4483
3,1446,4537
1,607,4538
3,1712,4483
0,3069,1229817
3,1558,4537
3,1531,4537
0,2510,522484
0,2510,106546
3,1578,127175
3,1737,4537
3,1812,4536
2,429,4537
1,624,4483
4,1990,4483
0,2706,581514
1,850,447913
2,422,4537
2,371,4537
3,1616,4483
0,2758,4537
1,1104,1070524
0,2706,581514
1,738,447913
0,2745,4537
4,2261,4483
0,2510,3304195
0,2510,1229821
2,244,4483
3,1816,581514
1,1184,529295
1,1097,4537
4,2428,4483
3,1730,529295
3,1428,4483
2,339,62056
2,68,1229821
2,68,1180168
2,68,1229817
3,1712,4483
4,2448,581514
3,1663,4483
0,2812,1229821
0,2812,1229825
0,3092,581514
0,3092,4537
0,2771,4538
3,1428,581514
0,2621,4537
2,58,4537
0,3069,447913
0,3069,1229821
3,1635,4483
2,68,1229817
3,1790,447913
0,2779,447913
4,2078,95987
1,1097,1070524
2,47,447913
0,2984,529295
3,1549,4537
3,1748,4538
3,1436,95987
4,2364,4538
0,2510,3304195
0,2510,1229821
0,2734,4483
0,2510,3304195
0,2510,1229821
0,2703,3304195
0,2703,1229820
0,3069,447913
0,3069,1229821
0,2674,522484
0,3136,4483
1,1096,581514
0,2510,3304195
0,2510,1229821
2,252,4537
3,1734,4537
2,78,4537
1,687,4537
0,2703,1229821
0,2703,447913
0,3135,4483
1,1000,4537
4,2204,1070524
1,1150,4483
2,173,4537
2,179,4537
4,2195,4537
2,474,447913
2,352,4537
3,1469,4483
3,1628,447913
2,69,4483
2,194,4537
0,2727,4538
3,1365,581514
0,2510,1180168
0,2510,3304195
0,2510,1229821
1,1184,4537
4,2256,529295
4,2357,447913
1,1031,4537
4,2256,529295
4,2256,529295
0,2879,106546
3,1432,106546
3,1432,522484
3,1432,127175
4,1854,4537
3,1718,1229821
3,1339,4537
0,2538,4536
3,1697,1229821
3,1697,1229820
4,1990,581514
0,2649,529295
3,1482,4537
4,2427,4537
1,624,581514
2,68,4537
4,2456,4537
3,1606,95987
3,1606,106546
3,1606,522484
3,1606,127175
4,2184,5065
0,2526,4483
1,1125,581514
0,2822,4537
0,2510,3304195
0,2510,1229821
0,2510,1229817
0,2884,127175
2,435,4537
1,1097,1071165
0,3115,4537
2,563,4483
1,735,106546
1,735,522484
0,3063,4483
4,2256,529295
1,1072,1085065
2,471,4537
1,1029,4537
4,2026,4537
3,1341,127175
0,3095,4537
2,56,4537
3,1747,127175
3,1811,4483
1,850,4537
1,1184,4483
1,1115,522484
0,2895,4537
4,1863,4537
4,2022,106546
3,1745,581514
3,1635,4483
1,1184,4483
4,2211,4537
0,3129,3304195
0,3129,1229821
0,3129,1229820
0,2510,1229819
1,1073,106546
0,2473,1225174
0,3069,447913
0,3069,1229821
1,933,581514
2,217,4483
1,633,4538
3,1737,4537
2,548,4537
0,2703,1229819
4,2390,650659
0,2520,447913
4,2026,4537
0,2736,4537
3,1386,106546
3,1406,4537
2,482,529295
3,1259,4483
0,3113,4537
3,1439,1229817
3,1635,4483
2,5,4483
4,1975,581514
1,624,4537
4,2257,1229821
3,1262,529295
4,2122,4483
3,1575,4538
2,563,4537
0,2528,4536
3,1467,4537
4,1937,4537
0,3036,3304195
3,1355,581514
4,1967,4483
4,2113,4537
2,314,4537
3,1439,1180168
3,1697,1229821
1,1062,581514
1,684,529295
1,798,447913
3,1303,4537
0,3009,529295
2,489,4537
0,3036,1229821
0,3036,1229817
4,1904,4483
0,2637,127175
1,1000,4537
1,611,4537
1,961,4537
1,933,581514
1,596,4537
0,2660,4537
4,2251,4536
4,1930,106546
3,1289,4483
1,1043,4537
0,3136,4483
3,1737,4537
0,3069,1180168
0,2732,581514
0,3004,106546
1,1135,447913
1,1135,4536
2,517,4537
0,2790,4483
3,1418,4537
0,3063,4483
0,3135,4537
0,2514,4537
4,1969,529295
3,1286,1229821
2,201,95987
2,201,522484
2,201,106546
2,201,127175
2,362,4483
1,682,529295
0,2570,4483
0,2808,106546
0,2808,522484
0,2808,127175
0,3136,4483
4,2075,4483
2,41,4537
3,1257,1070524
0,2684,4483
1,692,4537
1,692,4536
1,692,581514
0,2728,581514
1,677,95987
1,677,106546
1,744,4537
0,2736,4537
0,3135,4483
0,2703,1229817
0,2510,3304195
0,2510,1229821
0,2510,1229820
2,554,529295
2,358,529295
4,2156,447913
3,1737,4537
2,244,4483
1,1084,4537
0,3069,522484
2,334,4537
2,419,4537
1,714,4537
3,1421,4537
0,2740,4537
1,957,4537
3,1428,4537
3,1318,4537
4,2309,4537
1,644,581514
2,184,4483
2,19,4483
0,2864,4483
0,2738,4537
2,212,95987
2,212,106546
2,212,522484
2,212,127175
0,2719,529295
2,244,4483
4,2026,4537
2,336,4537
0,3046,529295
2,485,95987
2,485,1225174
0,2495,4537
3,1671,4483
1,714,4537
2,345,106546
2,109,4537
0,2510,3304195
0,2510,1229821
0,2510,1229817
0,2659,581514
3,1467,4537
3,1255,4483
1,1105,4483
4,1918,4483
2,50,4537
0,2637,127175
0,2637,106546
1,1000,4537
4,2023,4483
1,1118,4537
0,3129,1229821
0,3129,447913
4,2026,4537
2,508,522484
2,508,95987
2,244,4537
2,68,1229817
2,68,1229821
4,2420,4537
2,376,4483
2,372,4483
1,972,4483
1,1097,650659
2,357,106546
0,2703,1229817
0,2703,3304195
0,2703,1229821
4,1981,4538
3,1428,4483
4,2372,4537
1,1158,4537
4,2256,529295
0,3069,581514
0,2474,127175
0,2474,522484
4,2401,5065
2,68,1180168
2,184,4483
3,1737,106546
3,1657,447913
0,2854,4483
2,339,95987
0,3129,3304195
0,3129,1229821
0,3129,1229820
1,908,1229821
4,2453,4538
0,2599,4457
1,756,4537
1,768,4538
2,412,4537
3,1428,4537
4,2078,1085065
4,2078,95987
3,1745,650659
2,370,447913
4,1840,581514
0,2839,447913
2,51,133270
0,3069,1180168
1,941,62056
3,1725,650659
4,1896,4537
2,75,95987
2,75,522484
2,75,106546
2,96,4538
2,376,529295
3,1653,581514
4,2032,529295
0,2510,3304195
0,2510,106546
0,2510,522484
0,2510,127175
2,210,4537
4,2026,4537
2,262,4537
4,1984,447913
4,2368,4537
3,1700,447913
0,3133,4483
0,2777,581514
1,802,95987
1,802,522484
1,802,127175
1,802,106546
4,2009,522484
1,1022,581514
4,2291,447913
0,2706,581514
1,1038,581514
1,865,106546
1,865,522484
4,2156,1229820
4,2156,1229825
4,2075,529295
1,1184,4537
4,2346,1229821
4,2346,1229820
2,339,4537
1,586,581514
3,1362,4538
1,608,4483
0,3043,4537
0,2510,3304195
0,2510,1229821
1,634,522484
1,634,106546
0,3045,4537
0,2592,1070524
3,1362,4537
4,1963,95987
4,1963,106546
4,1963,522484
2,303,581514
4,2026,4537
1,714,4483
4,2146,4483
4,1989,106546
4,2133,4537
4,2284,95987
4,2284,4537
2,541,4483
0,2635,4483
0,2837,529295
0,2785,4537
4,2041,4483
1,1071,4483
0,2706,581514
0,2703,1229817
0,2703,3304195
0,2703,1229821
4,2156,1229825
3,1428,4483
3,1671,4483
3,1737,4537
0,2510,1229817
0,2510,3304195
0,2510,1229821
4,1901,4537
0,2519,4457
0,3069,650659
0,2510,3304195
0,2510,1229821
4,1941,4536
0,2898,127175
3,1375,529295
1,573,581514
3,1289,4483
3,1316,106546
3,1316,127175
3,1428,4537
0,2932,4537
3,1737,4537
2,69,4483
0,3112,106546
2,79,4536
4,2448,95987
1,1028,650659
2,244,4483
3,1735,4483
4,2103,4537
3,1541,4537
1,762,95987
1,762,127175
3,1581,1229821
4,2229,4537
2,129,1084835
4,2237,4538
3,1640,4483
2,220,4483
1,650,4483
3,1410,127175
3,1410,106546
1,591,4538
3,1723,581514
3,1428,4537
4,2054,4537
4,1967,4483
4,1984,581514
0,2510,3304195
0,2510,1229821
0,2510,1229817
4,2084,4537
0,3069,447913
2,5,4483
0,3069,1229821
0,2768,95987
0,2703,1229817
2,294,4537
1,867,95987
2,68,1229817
2,68,1229821
2,68,1180168
2,68,447913
2,68,1229817
3,1541,529295
2,368,4483
2,66,4537
3,1393,4483
3,1438,581514
2,101,4483
2,101,4537
0,2732,581514
4,2424,4483
2,41,4537
0,2510,3304195
0,2510,447913
0,2510,1229821
4,1882,95987
0,2627,4537
1,760,447913
1,1097,1070524
1,1184,4538
2,569,4537
1,955,4537
1,712,106546
1,1071,4483
0,2487,4537
0,2988,127175
2,78,4537
3,1757,1225174
4,2333,650659
2,249,4483
1,634,4483
4,2456,4537
0,2998,4537
0,2590,4536
2,36,106546
2,68,447913
2,68,1229817
2,68,1229821
3,1471,4538
2,439,4537
2,371,4537
2,184,4483
2,244,4483
4,1982,4537
1,868,4483
2,68,447913
2,68,1180168
2,47,581514
1,641,4537
0,2510,3304195
0,2510,1229821
3,1737,106546
3,1783,4537
0,3094,581514
2,506,4483
2,184,4483
3,1299,447913
0,2706,581514
3,1813,4483
0,3129,1180168
1,1184,4537
1,624,4483
2,423,447913
3,1428,4483
2,68,1229821
1,639,4537
0,3007,1225174
1,1097,1070524
0,3045,4537
2,227,4537
1,1000,4537
0,3136,4483
2,160,4537
0,3036,1180168
0,2526,4483
2,68,447913
3,1428,4483
4,2302,1229821
1,894,4537
3,1712,4483
0,3043,4537
2,244,4537
1,600,4536
4,2026,4537
1,985,4537
3,1753,1180168
3,1753,1229821
1,1018,4537
1,1120,5065
2,68,581514
2,47,581514
0,3046,127175
2,451,447913
1,1130,522484
1,1130,106546
1,966,95987
1,1079,4537
0,3037,1229820
3,1520,4537
3,1520,4483
3,1394,4483
0,2527,4483
4,1990,95987
4,1990,522484
4,1990,106546
4,1990,127175
3,1483,4536
0,2576,4538
4,2374,447913
2,394,4537
1,612,4537
3,1480,106546
3,1480,127175
1,876,4483
0,2510,3304195
0,2510,1229821
0,2510,1229817
0,3006,4537
3,1801,4537
4,2078,1229817
0,2503,4537
4,1984,581514
1,632,4537
1,879,1229821
0,2956,106546
4,2156,447913
4,2004,1180168
3,1712,4483
3,1287,4537
4,2026,4537
3,1662,522484
3,1662,127175
3,1515,4537
0,2779,447913
0,2786,447913
0,2786,1229821
0,2908,4483
0,2638,581514
3,1463,4536
2,393,529295
4,1984,581514
0,3117,529295
3,1499,4483
0,2597,522484
0,2597,4483
0,2597,106546
1,1186,4483
3,1313,127175
3,1747,127175
0,2939,4538
1,1176,4483
0,2510,3304195
0,2510,1229821
1,624,4537
1,908,1085065
2,244,4483
2,371,4483
4,2340,1229821
4,2254,106546
3,1670,4537
3,1806,4537
2,282,4538
2,68,1225174
2,68,127175
1,1067,529295
1,1184,4537
4,2195,4537
0,2854,4537
1,846,522484
3,1737,4537
0,2700,522484
0,2700,106546
1,1079,4537
3,1340,4537
0,2856,4537
2,124,4538
2,50,4537
0,2681,4537
0,3040,4483
0,2875,4537
2,425,4537
1,992,529295
3,1712,4483
0,2510,3304195
0,2510,1229821
0,2510,1229817
4,2463,522484
2,376,529295
2,68,1229817
4,2251,447913
0,2795,4537
1,1210,4483
0,2510,3304195
0,2510,1229821
2,101,4483
4,2341,4537
0,3011,581514
3,1410,4537
4,1858,581514
0,2754,650659
2,110,1229821
2,110,1229820
2,68,3304195
2,68,1229821
2,173,4537
3,1712,4483
3,1341,106546
3,1341,127175
0,3095,4537
1,933,581514
2,78,4537
1,957,4483
0,2540,95987
0,2563,4483
0,3071,4483
0,2929,4537
2,81,4483
1,1122,95987
1,1071,4483
4,2145,4537
1,1200,4537
3,1428,4483
2,187,529295
4,2257,1229821
4,2257,1229820
0,3015,106546
2,221,522484
2,221,127175
3,1737,4537
2,101,4483
3,1635,4483
3,1350,127175
2,147,62056
0,2706,581514
1,714,4537
4,2078,127175
1,1064,4483
0,2864,1070524
2,68,1229821
4,2373,4537
1,1121,581514
4,1959,581514
4,1959,4537
4,1990,106546
1,592,4537
0,2537,4483
2,345,127175
3,1581,1229817
2,53,447913
2,53,4537
0,2594,4536
1,1097,1070524
3,1412,4537
0,2916,95987
0,2761,1070524
2,47,581514
3,1806,4537
1,1125,581514
2,68,62056
2,554,581514
4,2078,1229817
4,2104,1070524
3,1718,1229821
3,1547,4483
1,639,4537
4,2288,4483
0,2470,581514
4,2379,4483
4,2141,4536
0,3137,4537
3,1357,4537
0,2813,127175
0,3036,1229817
0,3036,1229821
0,3036,447913
1,1069,106546
0,2703,447913
4,1985,4537
3,1687,4536
0,3095,4537
4,2204,1070524
4,2204,4537
1,634,522484
1,932,106546
4,2372,4483
0,3069,447913
0,3069,3304195
2,209,4483
1,1003,4537
1,1163,106546
1,850,1070524
2,84,4537
2,197,4537
2,68,522484
2,437,4537
0,2819,522484
0,2819,95987
0,2819,1229825
0,2510,3304195
0,2510,1229821
0,2510,1229817
4,1979,4537
2,345,127175
1,1159,4483
4,2176,106546
4,2176,127175
1,1097,1071165
4,2156,62056
1,831,4536
1,1067,529295
2,360,4483
0,2510,522484
0,2510,95987
2,339,106546
0,2495,650659
0,2779,447913
3,1341,127175
3,1342,95987
4,2156,4483
4,2026,4537
4,2256,127175
4,2026,4537
3,1581,447913
3,1581,1229817
3,1581,1229821
4,2347,4483
4,2367,529295
1,1097,529295
4,2256,529295
0,2703,3304195
0,2703,1229821
4,2078,1229817
4,2078,1229821
3,1380,106546
3,1576,4537
0,2703,1229821
0,2510,3304195
0,2510,1229821
3,1421,4537
4,2185,1225174
0,2510,522484
0,2510,106546
0,2510,95987
0,2510,3304195
0,2510,1229821
2,482,4483
2,482,529295
3,1732,529295
0,2757,4536
2,345,127175
4,2190,4483
4,2190,4537
1,714,4537
2,41,4537
0,2510,3304195
1,623,4483
3,1341,127175
3,1737,4537
2,482,4483
0,3069,1229821
4,1951,4483
1,1052,529295
4,2026,4537
3,1723,581514
4,1920,1229821
1,1188,581514
4,2370,106546
2,289,95987
0,3136,4483
2,402,1070524
3,1439,1229821
2,68,1229817
4,2078,1180168
1,808,4483
4,1967,4483
1,1118,95987
2,114,4483
2,68,1229817
2,68,3304195
2,68,1229821
0,3069,447913
0,3069,1229821
2,43,4537
4,2023,4483
3,1737,4537
4,2276,4537
3,1525,4537
0,2622,529295
2,184,4483
1,746,4536
2,68,1229821
4,2450,95987
4,2448,650659
4,2456,4537
4,2026,4537
2,68,1180168
4,2356,1229821
0,2529,4537
0,2529,581514
4,2456,4537
1,1085,4537
3,1817,5065
4,1984,581514
2,68,1180168
3,1509,4538
1,1079,4537
0,2935,522484
0,2935,106546
0,2935,127175
0,2706,581514
2,184,4483
3,1653,581514
3,1227,4536
1,768,4483
1,768,4537
4,2173,4483
4,1990,106546
1,1097,1070524
4,1990,581514
4,1967,4537
1,664,1180168
2,433,4483
0,2786,1229821
0,2703,1229821
4,2330,522484
4,2330,4483
4,2330,106546
3,1618,62056
3,1618,95987
4,2428,4483
1,1047,4537
2,339,95987
1,957,4537
3,1723,581514
1,809,4483
3,1439,1229820
2,249,4537
2,249,4483
1,1123,4537
4,1990,106546
2,68,1180168
0,2922,650659
4,2310,106546
4,2310,522484
0,2537,4537
0,2734,4537
4,2305,529295
0,2538,4536
3,1529,581514
0,3129,1180168
3,1737,4537
2,36,4483
4,2074,1229821
3,1712,4483
1,641,581514
1,1156,522484
1,1156,106546
2,563,4537
1,776,4537
2,281,1229821
1,1079,1071165
1,1141,4538
3,1428,4537
3,1287,581514
3,1300,4537
4,1920,650659
4,2076,581514
3,1635,4483
3,1425,95987
0,3129,1180168
3,1747,106546
1,1066,5065
0,3129,1180168
1,633,4538
2,228,106546
0,2781,522484
0,2781,106546
0,2578,4537
2,440,4537
2,242,4537
0,2510,650659
1,634,529295
4,2382,522484
4,2382,106546
4,2382,127175
3,1737,4483
0,2617,529295
4,2357,581514
3,1822,4483
4,2131,1085065
4,2377,106546
4,2377,522484
4,1907,1225174
1,1140,4537
4,1990,4483
4,2139,650659
1,1030,4537
1,1079,4537
0,2510,4536
3,1737,4537
4,2347,4483
3,1355,106546
2,342,650659
3,1699,529295
2,78,4537
4,2403,581514
1,850,529295
0,2510,3304195
0,2510,1229821
0,3020,4537
2,303,650659
1,808,4483
3,1712,4483
0,2743,522484
0,2743,106546
0,2743,127175
1,744,4537
4,2448,650659
4,1990,95987
2,68,1229821
2,68,447913
1,768,447913
1,908,1085065
0,2880,5065
4,2128,4537
0,2650,4538
4,2037,4537
4,2165,4483
3,1440,4537
4,2260,581514
1,575,95987
1,988,447913
3,1627,1180168
2,184,4483
2,139,4537
3,1575,581514
3,1737,4537
3,1635,4483
0,2813,447913
0,2813,1229817
0,2813,1229821
0,2813,1229819
4,1957,4537
2,68,1229817
2,68,1229820
2,68,1180168
2,68,1229821
2,68,447913
0,3069,1229821
1,850,4537
0,3038,4483
0,3038,4537
1,1100,95987
0,2905,529295
2,65,529295
3,1623,522484
3,1623,106546
3,1723,581514
0,2673,106546
4,1988,650659
4,1990,522484
1,980,106546
4,2246,4537
4,2439,4483
0,2594,4537
4,2156,1229817
4,2156,1229821
4,2156,1229817
4,2156,1229821
4,2156,1229825
0,2614,4483
0,2841,447913
0,2841,1229825
0,2841,1229821
3,1735,4483
3,1428,4483
4,2204,4483
4,1967,4483
3,1804,4537
3,1355,106546
2,152,4538
0,2642,4537
4,2078,650659
3,1635,4483
3,1723,581514
4,2129,529295
4,2383,4537
0,3046,127175
1,624,4483
4,2397,581514
3,1281,529295
2,68,447913
2,68,1229817
2,68,1229821
0,2510,95987
0,2510,522484
0,2510,106546
1,1139,4537
2,339,95987
4,2097,581514
2,521,4538
4,2103,4537
2,572,4483
1,634,106546
1,634,127175
4,2024,106546
4,2024,127175
4,1981,4483
3,1502,1229817
3,1589,4483
0,3069,447913
0,2594,4536
4,2078,127175
3,1569,529295
4,2195,4537
3,1778,95987
3,1529,4483
1,1184,106546
4,1990,95987
3,1552,4483
2,93,4537
0,3069,1229817
4,2078,1085065
0,2708,4537
2,287,4537
0,2881,529295
3,1738,522484
3,1738,106546
3,1738,127175
1,838,5065
0,2703,1229821
0,2703,1229817
2,68,1229819
4,2041,4483
0,3023,4483
4,2183,4483
0,3007,522484
1,1077,106546
1,1077,522484
3,1660,95987
4,2026,4537
0,2537,4537
0,2703,1229817
4,2256,127175
4,2163,447913
3,1241,4537
2,345,127175
3,1467,4537
4,1952,1229820
2,165,522484
4,1991,522484
4,1991,106546
4,1991,95987
2,165,127175
3,1428,4537
2,68,650659
3,1829,4483
4,2048,4537
0,3036,1229821
0,3036,1180168
0,3036,1229817
4,2026,4537
4,2271,650659
4,1960,522484
4,1960,127175
0,2633,4536
2,200,447913
3,1289,4483
4,1912,1229821
1,1035,106546
4,1936,522484
2,128,5065
4,1924,581514
1,1097,4537
1,712,4537
1,1079,4537
0,3063,4483
0,2628,95987
0,2570,447913
4,1902,4537
3,1521,1225174
1,848,447913
2,340,4537
2,303,650659
4,2187,127175
4,2335,4537
4,2335,95987
0,2510,522484
0,2510,106546
0,2553,4537
4,2217,4537
3,1397,4483
2,88,4536
2,566,1070524
4,2360,4537
0,3123,1070524
3,1365,581514
0,3109,1229821
4,2099,1229821
1,1003,4537
2,68,581514
2,68,4537
0,2713,4537
1,956,529295
4,1955,106546
4,1955,127175
4,2233,4537
3,1341,106546
3,1341,127175
4,2078,1229817
4,2078,1229821
3,1497,522484
1,1045,4537
4,1846,4537
0,2902,4483
1,1169,4537
3,1340,4537
0,2706,581514
3,1287,581514
4,2232,529295
0,2685,1229817
4,1982,4537
0,2761,1070524
3,1610,4538
4,2170,447913
0,2761,1070524
2,271,106546
2,271,522484
2,271,127175
1,807,4537
0,2706,4537
3,1795,106546
2,68,1229821
2,68,447913
0,3135,4483
2,29,106546
2,29,127175
1,1097,4537
1,723,4483
3,1428,4537
2,97,4537
3,1809,4483
1,873,4483
0,2500,4483
3,1428,4537
3,1340,4537
2,330,4483
1,1184,4537
1,714,4537
2,482,529295
2,68,650659
1,1062,581514
4,2241,4483
4,1990,522484
4,1990,127175
4,1860,4537
4,2103,4537
4,2060,581514
1,1047,4537
2,83,4537
2,215,4483
1,696,95987
4,2273,4537
0,2826,4537
1,608,4483
1,903,4483
0,2589,4483
1,1180,4538
0,3095,4537
4,2257,1229820
0,2510,3304195
0,2510,1229821
0,2510,1229817
3,1436,62056
3,1436,95987
0,2793,447913
0,3128,106546
1,1000,4537
0,2570,4483
2,457,4483
4,2456,4483
0,2984,4537
4,2026,4537
4,2156,1229821
4,2156,1229820
4,2156,1229825
2,111,95987
0,3135,4483
3,1472,581514
2,238,4483
1,682,127175
2,200,4483
4,2302,581514
0,2703,1229817
0,2703,3304195
0,2703,1229821
0,2703,1229819
0,3129,1180168
3,1676,4537
3,1547,106546
3,1547,522484
3,1798,4537
2,68,581514
1,1120,4537
2,487,1225174
1,680,4537
4,2422,4483
1,1184,4538
4,1990,522484
4,1990,106546
1,629,4537
0,2979,106546
1,1029,4483
3,1712,4483
0,2510,3304195
0,2510,1229821
0,2510,1229817
3,1764,529295
0,2510,447913
1,614,95987
0,3095,581514
1,1132,4483
1,869,4537
2,68,4457
1,1184,4537
4,1984,581514
4,2277,1229821
4,2204,1070524
4,2204,4483
0,2510,3304195
0,2510,1229821
0,2510,1229825
0,2816,95987
3,1712,4483
2,142,1180168
2,68,1180168
3,1547,95987
0,3136,4483
2,442,650659
0,2510,3304195
0,2510,1229821
0,2510,1180168
0,2510,1229817
0,2723,581514
1,683,581514
2,184,4483
2,5,4483
3,1289,4483
3,1428,4483
3,1364,4483
4,2156,95987
1,933,4537
1,925,4483
0,3095,4537
0,2528,1229821
3,1405,4536
3,1637,95987
3,1637,106546
3,1637,522484
2,263,4483
1,908,1229821
4,2156,447913
0,2890,4483
3,1732,529295
0,2706,581514
3,1804,4537
3,1340,4537
1,634,4537
3,1737,4537
2,376,529295
2,93,4537
2,68,127175
4,2016,4537
4,1863,4537
1,1079,4537
3,1313,127175
0,2533,522484
3,1618,62056
1,1144,529295
1,618,95987
1,618,522484
1,618,106546
1,623,4483
2,554,4483
0,2570,1070524
3,1624,4483
4,2426,4537
3,1436,95987
4,2026,4537
4,2256,529295
3,1355,106546
0,2556,1225174
3,1576,4537
0,2706,581514
3,1529,1070524
0,3076,522484
0,3076,95987
0,3076,106546
1,583,447913
4,2156,447913
4,2156,1229820
4,2380,4537
4,1901,4537
3,1548,95987
3,1257,1070524
0,2526,4538
0,2786,1229825
2,184,4483
2,135,4483
0,3069,1180168
3,1635,4483
4,2012,4537
0,2510,3304195
0,2510,1229821
4,2032,529295
1,1097,4483
4,2026,4537
1,624,4537
4,2026,4537
2,166,4537
4,2115,4483
1,1104,1070524
4,1891,581514
2,68,581514
1,1119,5065
4,2156,650659
2,203,4537
3,1680,4483
3,1812,4537
3,1453,1070524
1,1047,4537
3,1345,4537
0,2538,4536
0,2843,1071165
2,379,4537
2,420,581514
3,1429,529295
0,3095,581514
3,1806,4537
4,1845,95987
1,808,4483
2,47,581514
2,68,1229821
3,1267,522484
4,2256,127175
2,514,650659
0,3136,4483
0,3019,4483
0,2572,522484
0,2572,106546
0,2557,4537
0,2789,4537
1,1093,4537
1,766,4483
2,463,4537
1,1124,4483
4,2286,4483
1,633,4538
3,1380,106546
1,1184,4537
3,1287,581514
2,93,4537
3,1571,522484
3,1571,127175
2,406,4537
0,3095,581514
1,1058,1071165
0,2757,4536
4,2396,4483
0,2926,581514
4,2432,581514
4,2370,106546
1,842,4537
2,494,4536
4,2305,529295
1,768,4483
0,3007,4483
0,2629,522484
0,2629,127175
3,1298,4536
2,363,4537
4,2238,4483
4,2356,447913
3,1287,581514
0,2786,1229821
0,2786,447913
0,2640,4537
3,1352,106546
2,68,447913
4,2302,447913
4,1941,4536
0,2805,1070524
1,687,4537
0,2703,650659
1,1079,4537
3,1765,447913
0,3129,1229821
4,2140,4537
0,3047,447913
0,2658,4538
1,623,4483
3,1748,4538
2,565,4537
4,2103,4537
4,2103,4537
0,2510,3304195
0,2510,1229821
0,2510,1229817
3,1341,127175
0,3113,4537
3,1580,4537
3,1382,4537
3,1598,4483
4,1990,106546
4,2256,127175
4,2251,4536
0,3089,4483
2,68,1229817
2,22,4483
1,1001,4537
1,916,95987
4,1897,4483
1,1047,4537
3,1341,127175
1,791,522484
1,791,106546
1,791,127175
0,3069,1229821
0,3069,447913
3,1439,1229817
1,752,4538
0,3039,4483
0,3063,4483
0,2736,4537
3,1428,4537
0,2804,4483
3,1428,4537
0,2716,4538
4,1915,447913
2,8,4536
1,670,4537
3,1292,4537
2,554,1070524
2,554,4537
0,2528,95987
0,2883,650659
4,1883,581514
4,2322,106546
4,2195,4537
3,1279,4483
3,1629,4483
4,2137,529295
4,2437,4483
2,107,4483
3,1306,447913
2,68,1180168
3,1737,4483
2,68,1229818
0,2922,4537
1,850,4538
0,2865,522484
0,2865,106546
4,2341,4537
4,2041,4483
4,2109,447913
2,152,522484
0,3135,4483
0,3047,581514
2,321,529295
3,1428,4537
3,1796,522484
1,649,4537
0,2510,1180168
2,68,1229819
0,3016,4483
3,1428,4483
4,2195,4483
4,2448,447913
0,2592,1070524
4,1990,106546
0,3069,1180168
0,3069,1229817
3,1737,4483
4,2032,529295
0,2510,95987
3,1340,4537
0,2586,522484
3,1428,4483
0,2800,106546
2,184,4483
0,3069,3304195
0,3069,1229821
2,505,95987
0,2537,581514
0,2726,581514
2,345,95987
0,2779,447913
2,68,1229821
0,2510,447913
1,934,4483
2,29,127175
3,1472,106546
4,2428,4483
1,1124,4483
3,1520,4483
1,992,106546
1,992,127175
0,2734,581514
3,1428,4537
2,122,4537
0,3069,447913
0,3069,1229821
1,933,581514
2,209,4483
2,397,581514
3,1571,522484
3,1571,106546
3,1571,127175
4,2138,522484
4,2138,4483
4,2301,95987
2,206,4537
1,714,4537
4,2180,529295
2,187,529295
0,2510,1229817
0,3095,4537
4,2256,529295
1,1056,529295
4,1860,4536
0,2510,1229821
0,2510,447913
3,1627,4537
3,1345,4537
0,2711,4538
0,2779,447913
3,1712,4483
3,1712,4483
2,568,4537
4,2078,650659
3,1375,529295
2,371,4537
0,2854,4537
3,1757,522484
2,538,4537
0,2912,127175
0,2912,522484
0,2912,106546
0,2510,522484
4,2256,529295
3,1384,95987
0,2732,581514
4,2078,127175
2,424,650659
0,2531,4537
1,625,106546
0,2510,1180168
0,2510,1229821
0,2510,447913
0,2510,1229817
3,1609,95987
1,1124,4537
0,2792,95987
0,2792,106546
3,1737,4537
0,3069,1180168
0,3069,1229817
2,87,4537
2,457,4483
0,2706,581514
3,1440,4537
3,1712,4483
1,664,4537
0,3069,447913
0,3069,1229821
2,531,127175
0,2842,581514
0,3069,1229820
0,3069,447913
0,3069,1229821
2,285,4483
3,1467,4537
2,305,95987
3,1737,4537
4,2256,127175
2,493,4537
0,2570,1071165
3,1236,4536
2,345,106546
4,2156,650659
3,1712,4483
2,143,4483
1,1022,4483
3,1363,522484
3,1363,127175
3,1466,522484
3,1466,106546
3,1466,127175
3,1735,4483
0,2510,3304195
0,2510,1229821
3,1325,4537
2,68,1229817
2,68,1180168
1,887,1070524
1,887,4483
3,1582,4537
2,68,1071165
0,2703,1180168
0,2703,447913
0,2465,4537
4,2026,4537
2,41,4537
4,2078,1180168
3,1618,4537
3,1289,4483
4,2448,581514
0,3136,4483
3,1775,4537
2,68,1229821
2,68,447913
2,345,127175
2,244,4483
3,1428,4537
1,1045,4537
0,3037,1229820
2,16,4537
3,1340,4537
0,2997,106546
0,2997,127175
1,742,4537
2,402,1070524
4,2081,522484
4,2081,127175
4,2454,95987
1,700,447913
3,1289,4483
4,2150,4537
0,2627,4537
3,1737,4537
2,68,1071165
2,182,4483
2,339,95987
2,325,95987
3,1355,106546
3,1428,4483
0,3057,4537
2,225,106546
2,225,4483
2,225,522484
2,225,127175
2,149,106546
